gene_ncbi,set,type
5051,hits,transcriptomics
5052,hits,transcriptomics
5053,hits,transcriptomics
5054,hits,transcriptomics
5055,hits,transcriptomics
5058,hits,transcriptomics
5062,hits,transcriptomics
5063,hits,transcriptomics
5064,hits,transcriptomics
5066,hits,transcriptomics
5067,hits,transcriptomics
5068,hits,transcriptomics
5069,hits,transcriptomics
5071,hits,transcriptomics
5073,hits,transcriptomics
5074,hits,transcriptomics
5075,hits,transcriptomics
5076,hits,transcriptomics
5077,hits,transcriptomics
5078,hits,transcriptomics
5079,hits,transcriptomics
5080,hits,transcriptomics
5081,hits,transcriptomics
5082,hits,transcriptomics
5083,hits,transcriptomics
5087,hits,transcriptomics
5089,hits,transcriptomics
5090,hits,transcriptomics
5091,hits,transcriptomics
5092,hits,transcriptomics
5093,hits,transcriptomics
5094,hits,transcriptomics
5095,hits,transcriptomics
5096,hits,transcriptomics
5097,hits,transcriptomics
5098,hits,transcriptomics
5099,hits,transcriptomics
5100,hits,transcriptomics
5101,hits,transcriptomics
5104,hits,transcriptomics
5105,hits,transcriptomics
5106,hits,transcriptomics
5108,hits,transcriptomics
5110,hits,transcriptomics
5111,hits,transcriptomics
5116,hits,transcriptomics
201725,hits,transcriptomics
5118,hits,transcriptomics
5119,hits,transcriptomics
5121,hits,transcriptomics
5122,hits,transcriptomics
5125,hits,transcriptomics
5126,hits,transcriptomics
5127,hits,transcriptomics
5128,hits,transcriptomics
5129,hits,transcriptomics
5130,hits,transcriptomics
5132,hits,transcriptomics
5133,hits,transcriptomics
5134,hits,transcriptomics
168975,hits,transcriptomics
5136,hits,transcriptomics
5137,hits,transcriptomics
5138,hits,transcriptomics
5139,hits,transcriptomics
5140,hits,transcriptomics
5141,hits,transcriptomics
5142,hits,transcriptomics
5144,hits,transcriptomics
5145,hits,transcriptomics
5146,hits,transcriptomics
5147,hits,transcriptomics
5148,hits,transcriptomics
5149,hits,transcriptomics
5150,hits,transcriptomics
5151,hits,transcriptomics
5152,hits,transcriptomics
5153,hits,transcriptomics
5154,hits,transcriptomics
5155,hits,transcriptomics
5156,hits,transcriptomics
5157,hits,transcriptomics
136227,hits,transcriptomics
5159,hits,transcriptomics
5160,hits,transcriptomics
5158,hits,transcriptomics
5162,hits,transcriptomics
5163,hits,transcriptomics
5164,hits,transcriptomics
5165,hits,transcriptomics
5166,hits,transcriptomics
5167,hits,transcriptomics
5168,hits,transcriptomics
5169,hits,transcriptomics
5170,hits,transcriptomics
136242,hits,transcriptomics
5172,hits,transcriptomics
201780,hits,transcriptomics
5174,hits,transcriptomics
5175,hits,transcriptomics
5176,hits,transcriptomics
5173,hits,transcriptomics
5178,hits,transcriptomics
5179,hits,transcriptomics
5184,hits,transcriptomics
169026,hits,transcriptomics
5187,hits,transcriptomics
5188,hits,transcriptomics
5189,hits,transcriptomics
5190,hits,transcriptomics
201799,hits,transcriptomics
5192,hits,transcriptomics
5193,hits,transcriptomics
5194,hits,transcriptomics
5191,hits,transcriptomics
5196,hits,transcriptomics
201798,hits,transcriptomics
5198,hits,transcriptomics
5195,hits,transcriptomics
5199,hits,transcriptomics
5201,hits,transcriptomics
5202,hits,transcriptomics
5203,hits,transcriptomics
5204,hits,transcriptomics
5205,hits,transcriptomics
169044,hits,transcriptomics
5207,hits,transcriptomics
5208,hits,transcriptomics
5209,hits,transcriptomics
5210,hits,transcriptomics
5211,hits,transcriptomics
5212,hits,transcriptomics
5213,hits,transcriptomics
5214,hits,transcriptomics
170370,hits,transcriptomics
163859,hits,transcriptomics
5217,hits,transcriptomics
5218,hits,transcriptomics
5216,hits,transcriptomics
136288,hits,transcriptomics
51006,hits,transcriptomics
5222,hits,transcriptomics
5223,hits,transcriptomics
5224,hits,transcriptomics
5225,hits,transcriptomics
5226,hits,transcriptomics
5228,hits,transcriptomics
5229,hits,transcriptomics
5230,hits,transcriptomics
5232,hits,transcriptomics
136306,hits,transcriptomics
5236,hits,transcriptomics
5238,hits,transcriptomics
5239,hits,transcriptomics
5241,hits,transcriptomics
5243,hits,transcriptomics
5244,hits,transcriptomics
5245,hits,transcriptomics
136319,hits,transcriptomics
5250,hits,transcriptomics
5251,hits,transcriptomics
5252,hits,transcriptomics
5253,hits,transcriptomics
5255,hits,transcriptomics
5256,hits,transcriptomics
5257,hits,transcriptomics
5260,hits,transcriptomics
5261,hits,transcriptomics
136332,hits,transcriptomics
5264,hits,transcriptomics
5265,hits,transcriptomics
5266,hits,transcriptomics
5267,hits,transcriptomics
5268,hits,transcriptomics
5269,hits,transcriptomics
5270,hits,transcriptomics
5271,hits,transcriptomics
5272,hits,transcriptomics
5273,hits,transcriptomics
5274,hits,transcriptomics
5275,hits,transcriptomics
5276,hits,transcriptomics
5277,hits,transcriptomics
5279,hits,transcriptomics
5281,hits,transcriptomics
5283,hits,transcriptomics
5284,hits,transcriptomics
5286,hits,transcriptomics
5287,hits,transcriptomics
5288,hits,transcriptomics
201895,hits,transcriptomics
5290,hits,transcriptomics
5291,hits,transcriptomics
5292,hits,transcriptomics
5289,hits,transcriptomics
5294,hits,transcriptomics
5295,hits,transcriptomics
5293,hits,transcriptomics
5297,hits,transcriptomics
5298,hits,transcriptomics
5296,hits,transcriptomics
5300,hits,transcriptomics
136371,hits,transcriptomics
5303,hits,transcriptomics
5304,hits,transcriptomics
5305,hits,transcriptomics
5306,hits,transcriptomics
5307,hits,transcriptomics
5308,hits,transcriptomics
5309,hits,transcriptomics
5310,hits,transcriptomics
5311,hits,transcriptomics
5313,hits,transcriptomics
5314,hits,transcriptomics
5315,hits,transcriptomics
5316,hits,transcriptomics
5317,hits,transcriptomics
5318,hits,transcriptomics
5319,hits,transcriptomics
5320,hits,transcriptomics
5321,hits,transcriptomics
5322,hits,transcriptomics
201931,hits,transcriptomics
5324,hits,transcriptomics
5325,hits,transcriptomics
169166,hits,transcriptomics
5327,hits,transcriptomics
5328,hits,transcriptomics
5329,hits,transcriptomics
5326,hits,transcriptomics
5330,hits,transcriptomics
5332,hits,transcriptomics
5333,hits,transcriptomics
5334,hits,transcriptomics
5335,hits,transcriptomics
5336,hits,transcriptomics
5331,hits,transcriptomics
5338,hits,transcriptomics
5339,hits,transcriptomics
5337,hits,transcriptomics
5341,hits,transcriptomics
5340,hits,transcriptomics
5343,hits,transcriptomics
5345,hits,transcriptomics
5346,hits,transcriptomics
5347,hits,transcriptomics
5348,hits,transcriptomics
5349,hits,transcriptomics
5350,hits,transcriptomics
5351,hits,transcriptomics
5352,hits,transcriptomics
5354,hits,transcriptomics
5355,hits,transcriptomics
5356,hits,transcriptomics
201965,hits,transcriptomics
5357,hits,transcriptomics
5358,hits,transcriptomics
5359,hits,transcriptomics
5360,hits,transcriptomics
5361,hits,transcriptomics
169200,hits,transcriptomics
5362,hits,transcriptomics
5364,hits,transcriptomics
5365,hits,transcriptomics
5366,hits,transcriptomics
201973,hits,transcriptomics
5368,hits,transcriptomics
5367,hits,transcriptomics
5371,hits,transcriptomics
5372,hits,transcriptomics
5375,hits,transcriptomics
5376,hits,transcriptomics
5378,hits,transcriptomics
5393,hits,transcriptomics
5394,hits,transcriptomics
5395,hits,transcriptomics
5396,hits,transcriptomics
5406,hits,transcriptomics
5407,hits,transcriptomics
5408,hits,transcriptomics
5409,hits,transcriptomics
202018,hits,transcriptomics
5411,hits,transcriptomics
5412,hits,transcriptomics
5413,hits,transcriptomics
5414,hits,transcriptomics
5420,hits,transcriptomics
5422,hits,transcriptomics
5423,hits,transcriptomics
5424,hits,transcriptomics
5425,hits,transcriptomics
5426,hits,transcriptomics
5427,hits,transcriptomics
5428,hits,transcriptomics
5429,hits,transcriptomics
5430,hits,transcriptomics
5431,hits,transcriptomics
5432,hits,transcriptomics
5433,hits,transcriptomics
5434,hits,transcriptomics
5435,hits,transcriptomics
5436,hits,transcriptomics
5437,hits,transcriptomics
5438,hits,transcriptomics
5439,hits,transcriptomics
5440,hits,transcriptomics
5441,hits,transcriptomics
5442,hits,transcriptomics
5443,hits,transcriptomics
202052,hits,transcriptomics
5445,hits,transcriptomics
202051,hits,transcriptomics
5447,hits,transcriptomics
5444,hits,transcriptomics
5446,hits,transcriptomics
5450,hits,transcriptomics
5451,hits,transcriptomics
5452,hits,transcriptomics
5453,hits,transcriptomics
5454,hits,transcriptomics
5455,hits,transcriptomics
5456,hits,transcriptomics
5457,hits,transcriptomics
5458,hits,transcriptomics
5459,hits,transcriptomics
5460,hits,transcriptomics
5462,hits,transcriptomics
5463,hits,transcriptomics
5464,hits,transcriptomics
5465,hits,transcriptomics
5467,hits,transcriptomics
5468,hits,transcriptomics
5469,hits,transcriptomics
5470,hits,transcriptomics
5471,hits,transcriptomics
136541,hits,transcriptomics
5473,hits,transcriptomics
5475,hits,transcriptomics
5476,hits,transcriptomics
5478,hits,transcriptomics
5479,hits,transcriptomics
5480,hits,transcriptomics
5481,hits,transcriptomics
5493,hits,transcriptomics
5494,hits,transcriptomics
5495,hits,transcriptomics
5496,hits,transcriptomics
5498,hits,transcriptomics
5499,hits,transcriptomics
5500,hits,transcriptomics
5501,hits,transcriptomics
5502,hits,transcriptomics
5504,hits,transcriptomics
5506,hits,transcriptomics
5507,hits,transcriptomics
5509,hits,transcriptomics
5510,hits,transcriptomics
5511,hits,transcriptomics
5514,hits,transcriptomics
169355,hits,transcriptomics
5515,hits,transcriptomics
5516,hits,transcriptomics
100996492,hits,transcriptomics
5518,hits,transcriptomics
5519,hits,transcriptomics
5520,hits,transcriptomics
5521,hits,transcriptomics
5522,hits,transcriptomics
5523,hits,transcriptomics
5524,hits,transcriptomics
5525,hits,transcriptomics
5526,hits,transcriptomics
5527,hits,transcriptomics
5528,hits,transcriptomics
5529,hits,transcriptomics
5530,hits,transcriptomics
5531,hits,transcriptomics
5532,hits,transcriptomics
5533,hits,transcriptomics
5534,hits,transcriptomics
5535,hits,transcriptomics
5536,hits,transcriptomics
5537,hits,transcriptomics
5538,hits,transcriptomics
5539,hits,transcriptomics
5540,hits,transcriptomics
5542,hits,transcriptomics
202151,hits,transcriptomics
5544,hits,transcriptomics
5545,hits,transcriptomics
5546,hits,transcriptomics
5547,hits,transcriptomics
5549,hits,transcriptomics
5550,hits,transcriptomics
5551,hits,transcriptomics
5552,hits,transcriptomics
5553,hits,transcriptomics
5554,hits,transcriptomics
5555,hits,transcriptomics
5557,hits,transcriptomics
5558,hits,transcriptomics
5562,hits,transcriptomics
5563,hits,transcriptomics
5564,hits,transcriptomics
5565,hits,transcriptomics
5566,hits,transcriptomics
5567,hits,transcriptomics
5568,hits,transcriptomics
5569,hits,transcriptomics
5570,hits,transcriptomics
5571,hits,transcriptomics
5573,hits,transcriptomics
5575,hits,transcriptomics
5576,hits,transcriptomics
5577,hits,transcriptomics
5578,hits,transcriptomics
136647,hits,transcriptomics
5580,hits,transcriptomics
5581,hits,transcriptomics
5579,hits,transcriptomics
5583,hits,transcriptomics
5584,hits,transcriptomics
5585,hits,transcriptomics
5586,hits,transcriptomics
5587,hits,transcriptomics
5588,hits,transcriptomics
5589,hits,transcriptomics
5590,hits,transcriptomics
5591,hits,transcriptomics
5592,hits,transcriptomics
5593,hits,transcriptomics
5594,hits,transcriptomics
5595,hits,transcriptomics
5596,hits,transcriptomics
5597,hits,transcriptomics
5598,hits,transcriptomics
5599,hits,transcriptomics
169436,hits,transcriptomics
5601,hits,transcriptomics
5602,hits,transcriptomics
5603,hits,transcriptomics
5604,hits,transcriptomics
5605,hits,transcriptomics
5606,hits,transcriptomics
103910,hits,transcriptomics
5608,hits,transcriptomics
5607,hits,transcriptomics
5610,hits,transcriptomics
5611,hits,transcriptomics
5612,hits,transcriptomics
5613,hits,transcriptomics
5609,hits,transcriptomics
100885850,hits,transcriptomics
5617,hits,transcriptomics
5618,hits,transcriptomics
5619,hits,transcriptomics
5620,hits,transcriptomics
5621,hits,transcriptomics
5623,hits,transcriptomics
5624,hits,transcriptomics
5626,hits,transcriptomics
5627,hits,transcriptomics
5629,hits,transcriptomics
5630,hits,transcriptomics
5631,hits,transcriptomics
5634,hits,transcriptomics
5635,hits,transcriptomics
202243,hits,transcriptomics
5636,hits,transcriptomics
5638,hits,transcriptomics
5639,hits,transcriptomics
5641,hits,transcriptomics
5644,hits,transcriptomics
5645,hits,transcriptomics
5646,hits,transcriptomics
5648,hits,transcriptomics
5649,hits,transcriptomics
5650,hits,transcriptomics
5651,hits,transcriptomics
5652,hits,transcriptomics
5653,hits,transcriptomics
5654,hits,transcriptomics
5655,hits,transcriptomics
5657,hits,transcriptomics
5660,hits,transcriptomics
5662,hits,transcriptomics
5663,hits,transcriptomics
5664,hits,transcriptomics
5669,hits,transcriptomics
497189,hits,transcriptomics
5670,hits,transcriptomics
5672,hits,transcriptomics
5673,hits,transcriptomics
497190,hits,transcriptomics
5675,hits,transcriptomics
5676,hits,transcriptomics
5671,hits,transcriptomics
5678,hits,transcriptomics
5680,hits,transcriptomics
5681,hits,transcriptomics
169522,hits,transcriptomics
5682,hits,transcriptomics
5684,hits,transcriptomics
5685,hits,transcriptomics
5686,hits,transcriptomics
5687,hits,transcriptomics
5688,hits,transcriptomics
5689,hits,transcriptomics
5690,hits,transcriptomics
5691,hits,transcriptomics
5692,hits,transcriptomics
5693,hits,transcriptomics
5694,hits,transcriptomics
5695,hits,transcriptomics
5696,hits,transcriptomics
5697,hits,transcriptomics
5698,hits,transcriptomics
5699,hits,transcriptomics
5700,hits,transcriptomics
5701,hits,transcriptomics
5702,hits,transcriptomics
202309,hits,transcriptomics
5704,hits,transcriptomics
5705,hits,transcriptomics
5706,hits,transcriptomics
5707,hits,transcriptomics
5708,hits,transcriptomics
5709,hits,transcriptomics
5710,hits,transcriptomics
5711,hits,transcriptomics
5713,hits,transcriptomics
5714,hits,transcriptomics
5715,hits,transcriptomics
5716,hits,transcriptomics
5717,hits,transcriptomics
5718,hits,transcriptomics
5719,hits,transcriptomics
5720,hits,transcriptomics
5721,hits,transcriptomics
431705,hits,transcriptomics
5723,hits,transcriptomics
5724,hits,transcriptomics
202333,hits,transcriptomics
431707,hits,transcriptomics
5727,hits,transcriptomics
5728,hits,transcriptomics
5725,hits,transcriptomics
5729,hits,transcriptomics
5730,hits,transcriptomics
5732,hits,transcriptomics
5733,hits,transcriptomics
5734,hits,transcriptomics
5731,hits,transcriptomics
5737,hits,transcriptomics
5738,hits,transcriptomics
5739,hits,transcriptomics
5740,hits,transcriptomics
100144748,hits,transcriptomics
5742,hits,transcriptomics
5743,hits,transcriptomics
5744,hits,transcriptomics
5745,hits,transcriptomics
5746,hits,transcriptomics
5747,hits,transcriptomics
5741,hits,transcriptomics
5753,hits,transcriptomics
5754,hits,transcriptomics
5756,hits,transcriptomics
5757,hits,transcriptomics
5763,hits,transcriptomics
5764,hits,transcriptomics
202374,hits,transcriptomics
5768,hits,transcriptomics
5770,hits,transcriptomics
5771,hits,transcriptomics
169611,hits,transcriptomics
5774,hits,transcriptomics
5775,hits,transcriptomics
5777,hits,transcriptomics
5778,hits,transcriptomics
5780,hits,transcriptomics
5781,hits,transcriptomics
5782,hits,transcriptomics
5783,hits,transcriptomics
5784,hits,transcriptomics
136853,hits,transcriptomics
5786,hits,transcriptomics
5787,hits,transcriptomics
100996758,hits,transcriptomics
5789,hits,transcriptomics
5788,hits,transcriptomics
5791,hits,transcriptomics
5792,hits,transcriptomics
5793,hits,transcriptomics
5794,hits,transcriptomics
5795,hits,transcriptomics
5796,hits,transcriptomics
5797,hits,transcriptomics
5798,hits,transcriptomics
5799,hits,transcriptomics
5800,hits,transcriptomics
5801,hits,transcriptomics
5802,hits,transcriptomics
5803,hits,transcriptomics
5805,hits,transcriptomics
5806,hits,transcriptomics
5810,hits,transcriptomics
5813,hits,transcriptomics
5814,hits,transcriptomics
5816,hits,transcriptomics
5817,hits,transcriptomics
5818,hits,transcriptomics
5819,hits,transcriptomics
5822,hits,transcriptomics
136895,hits,transcriptomics
5824,hits,transcriptomics
5825,hits,transcriptomics
5826,hits,transcriptomics
5827,hits,transcriptomics
5828,hits,transcriptomics
5829,hits,transcriptomics
5830,hits,transcriptomics
5831,hits,transcriptomics
5832,hits,transcriptomics
5833,hits,transcriptomics
5834,hits,transcriptomics
5836,hits,transcriptomics
5837,hits,transcriptomics
169693,hits,transcriptomics
5858,hits,transcriptomics
5859,hits,transcriptomics
5860,hits,transcriptomics
5861,hits,transcriptomics
5862,hits,transcriptomics
5863,hits,transcriptomics
5864,hits,transcriptomics
5865,hits,transcriptomics
5866,hits,transcriptomics
5867,hits,transcriptomics
5868,hits,transcriptomics
5869,hits,transcriptomics
5870,hits,transcriptomics
