gene_ncbi,pubmed_id,mentioned,mentioned_citations,hit
5122.0,23903356,False,False,True
80201.0,23903356,True,True,True
2646.0,23903356,False,False,True
57818.0,23903356,False,False,True
57405.0,23903356,False,False,True
6641.0,23933737,False,True,True
9839.0,23933737,True,True,True
3554.0,23999434,False,True,True
8808.0,23999434,False,False,True
8809.0,23999434,False,True,True
9173.0,23999434,True,True,True
389015.0,23999434,False,False,True
6323.0,24014518,True,True,True
3949.0,24046328,True,True,True
222256.0,24241537,True,True,True
55876.0,24241537,False,False,True
284110.0,24241537,False,False,True
217.0,24277619,True,False,True
284371.0,24280104,False,False,True
9668.0,24280104,True,False,True
2524.0,24326010,True,True,True
22901.0,24375517,True,True,True
3784.0,24390345,False,False,True
162515.0,24390345,True,True,True
6934.0,24390345,False,True,True
7053.0,24403052,True,True,True
81037.0,24403052,False,True,True
7157.0,24403052,False,False,True
26166.0,24403052,True,True,True
353238.0,24403052,False,False,True
4092.0,24448986,True,True,True
134957.0,24578379,True,True,True
2054.0,24578379,False,False,True
5423.0,24578379,False,False,True
7173.0,24586183,True,True,True
6311.0,24586183,False,False,True
10057.0,24603532,True,True,True
10840.0,24651765,True,True,True
5723.0,24651765,False,False,True
875.0,24651765,False,False,True
1373.0,24651765,False,True,True
8854.0,24728293,True,True,True
2638.0,24740207,True,True,True
10452.0,24770881,False,False,True
10060.0,24770881,True,True,True
51750.0,24908248,False,True,True
79782.0,24908248,False,False,True
7015.0,24908248,True,True,True
8315.0,24916648,False,True,True
23228.0,24916648,True,False,True
8943.0,24916648,True,False,True
354.0,24919509,True,True,True
85414.0,24919509,False,False,True
203228.0,24931836,True,False,True
1471.0,24952865,True,True,True
2475.0,24963161,False,False,True
5949.0,24963161,True,False,True
8801.0,25027320,True,True,True
348.0,25027320,False,True,True
2524.0,25028398,True,False,True
28.0,25028398,False,True,True
9882.0,25043022,True,True,True
55270.0,25108385,True,True,True
5378.0,25162662,True,False,True
60312.0,25173105,True,True,True
2762.0,25173105,True,True,True
10990.0,25214527,True,False,True
1158.0,25214527,True,True,True
3709.0,25303641,True,True,True
84159.0,25310577,True,True,True
22868.0,25385369,True,False,True
56952.0,25456346,True,False,True
54901.0,25483131,True,True,True
6402.0,25576479,True,True,True
55732.0,25576479,False,False,True
3112.0,25604533,False,False,True
3569.0,25604533,True,True,True
170679.0,25604533,False,False,True
23365.0,25637523,True,False,True
22913.0,25705849,False,False,True
124045.0,25705849,False,False,True
3662.0,25705849,True,False,True
4016.0,25706626,False,True,True
773.0,25706626,True,False,True
57153.0,25772935,True,True,True
23555.0,25772935,True,False,True
2147.0,25772935,False,True,True
2153.0,25772935,False,True,True
2160.0,25772935,False,True,True
28.0,25772935,False,True,True
50807.0,25774636,True,True,True
3111.0,25802187,False,False,True
3113.0,25802187,False,False,True
3115.0,25802187,False,False,True
3120.0,25802187,False,False,True
629.0,25802187,True,False,True
4855.0,25802187,False,False,True
958.0,25802187,False,False,True
210.0,25820613,True,True,True
7477.0,25823570,True,True,True
1555.0,25839716,True,False,True
